"Meanwhile, the northern and northeastern regions are entering the winter season with the temperature continues to drop, while the weather in the central region is also getting chiller. Areas with winter climate should be particularly mindful of fire accidents due to strong winds which can intensify the flame, as well as fogs which could obstruct visibility. The general public are also advised to keep themselves healthy for the cold weather.","Disaster Management"
"National News Bureau & Public Relations : http://thainews.prd.go.th","Disaster Management"
"**NEW YORK, November 2, 2017** - Czech model and entrepreneur Petra Nemcova was yesterday officially recognized by Robert Glasser, Special Representative of the Secretary-General for Disaster Risk Reduction as World Tsunami Awareness Advocate in a ceremony held at the Japan Society in New York. ","Disaster Management"
"“Petra Nemcova not only survived the 2004 Indian Ocean tsunami in Thailand under terrible circumstances but also found a way to continue living, sharing her experience and putting her entrepreneurial spirit at the service of people affected by disasters. We are very pleased to recognize her efforts and acknowledge the incredible work she has undertaken to increase awareness on tsunami risk” said Robert Glasser. ","Disaster Management"
"On 26 December 2004, Petra Nemcova lost her fiancé Simon Atlee and suffered serious injuries when the Indian Ocean earthquake and subsequent tsunami struck in Thailand. She managed to survive holding on to a palm tree for eight hours until she was rescued by Thai civilians and airlifted to an inland hospital nearby. ","Disaster Management"
"“I was blessed to survive a near death experience in 2004 and this experience has taught me a huge lesson. We cannot control nature, but we can control the actions we take,” she says. ","Disaster Management"
"A few months after the Indian Ocean tsunami, Petra went back to Thailand and created “Happy Hearts Fund.” Her charity fund has now financed 165 safe and disaster resilient schools in disaster-affected communities in Peru, Mexico, Chile, Colombia, Haiti, Thailand, Indonesia, Philippines and Nepal to the benefit of over 100,000 children. ","Disaster Management"
"“We make sure that our schools respect the national building codes and are able to withstand a major earthquake, tsunami, or hurricane reinforcing their structure with steel bars along vulnerable and critical joints which allow them to withstand stronger forces,” she confirms. ","Disaster Management"
"Petra Nemcova who describes herself today as a model, philanthropist and entrepreneur admits to spending more than two third of her time raising money and rebuilding schools in disaster-affected countries. ","Disaster Management"
"“Last week, we were in Nepal, and we have just reopened five schools which were completely damaged after the 2015 earthquake. We are also involved in the reconstruction of five schools in Saint Martin and the rest of the Caribbean after hurricane Harvey hit the region.” ","Disaster Management"
"“I thank UNISDR for designating me as tsunami advocate which I accept with a great honor, and I will continue working on raising awareness on tsunami risks but my action today goes beyond tsunami prevention as I do believe that we can only save more lives in the future if we have a multi-hazard approach.” ","Disaster Management"
"The event at the Japan Society was co-organized by the permanent mission of Japan to the United Nations in New York, as well as the United Nations Development Programme (UNDP) and the United Nations Office for Disaster Risk Reduction (UNISDR). ","Disaster Management"
"The recognition of Petra Nemcova was announced after the opening remarks of Ambassador Koro Bessho, Permanent Representative of Japan followed by the interventions of Mr. František Ružička, Chef de Cabinet to the President of the 72nd Session of the UN General Assembly and Mr. Achim Steiner, Administrator of UNDP , who stressed the importance of integrating tsunami education in the curriculum of all children to better protect communities and to have more efficient early warning systems in place to save more lives in the future.","Disaster Management"
"AIDMI’s publication of Southasiadisasters.net on ‘Asian Early Warning Systems’ Launched at AMCDRR 2018 Side Event on Trans-Border Flood Early Warning System for Last Mile Connectivity, July 4, 2018 at Ulaanbaatar, Mongolia.","Disaster Management"
"This issue highlights the various aspects of early warning systems in India and South Asia such as leveraging social media for early warning, early warning in hilly regions, community participation in early warning, etc. This issue also highlights how there are gaps in effective implementation of people-centred, multi-hazard warning systems and what can be done to seamlessly integrate risk knowledge and impact information into such early warning mechanisms.","Disaster Management"
"This issue's contents includes: (i) Regional Collaboration for better Flood Early Warning and Resilience in India; (ii) Reducing the Fear of Getting Isolated during Disaster: Innovative solution by Oxfam India to ensure active participation of women in EWS for flood; (iii) Twitters and Early Warning Systems: Limits and Potential for India; (iv) Early Warning for Floods in South Asia; (v) Early Warning System (EWS) and Community Resilience to Floods; (vi) Planning Early Flood Warning Across India, Nepal and Bangladesh Rivers: A View; (vii) Role of EWS on Floods: A View from Bihar;  (viii) Community Perception Changes for Disaster Risk Reduction Management after Srinagar Floods–2014; and (ix) EWS for Floods: A View from Himalayas. ","Disaster Management"
"Theme: Early Warning System, Resilience, Disaster Risk Reduction.","Disaster Management"
"Jul 20, 2018-Residents of Inarba in Baudhimai Municipality, Rautahat, have been relieved after the Water Induced Disaster and River Control Division Office constructed 13 spurs in Lalbakaiya river to change its course away from the settlement.","Disaster Management"
"The river had damaged its embankment 10 days ago, spreading fear of flood in Inarba. Chief District Officer Govinda Prasad Rijal said there was no immediate flood threat to Inarba after the construction of spurs.","Disaster Management"
" “The course of the river has been redirected away from the settlement,” said Rijal.","Disaster Management"
"The 13 spurs were built by security personnel from Nepal Army, Nepal Police, Armed Police Force, and technicians from the division office.","Disaster Management"
"There are nearly 400 households living near the embankment of Lalbakaiya river. The local administration had advised these households to stay alert after the embankment was damaged by the flooded river.","Disaster Management"
"Inarba locals had long been facing the problems of flood and erosion from the Lalbakaiya river, said Raj Kumar Shreebastab, chief of the division office.","Disaster Management"
"“Changing the course of the river has saved the settlement,” he added.","Disaster Management"
"Last year, Lalbakaiya and Bagmati rivers in the district had breached their embankments at 31 places, putting dozens of villages in risk.","Disaster Management"
"**Landslide threat displaces 50 families**","Disaster Management"
"GORKHA: At least 50 families living in Ghairung village of Shahid Lakhan Rural Municipality-6, Gorkha, have been displaced due to a landslide threat in the area. Three people were killed after a landslide buried a house in Sahid Lakhan Rural Municipality-6 on Wednesday morning. In the wake of the incident, the families living in the area have relocated to safety. They have been living in makeshift camps.","Disaster Management"
"RAJBIRAJ: Floodwater has started to recede in Gobargadha settlement of Hanuman Nagar Kankalini Municipality-13, Saptari, with the decrease in the water level in the Saptakoshi river. The people displaced by the flood, however, are still unable to return to their homes. More than 70 people are still taking shelter at a local school building. Rain-swollen Saptakoshi had breached its banks and inundated Gobargadha on Saturday night.","Disaster Management"
"The United Nations Platform for Space-based Information for Disaster Management and Emergency Response (UN-SPIDER) has published a new booklet with examples of the programme's technical advisory support activities.","Disaster Management"
"UN-SPIDER was established in 2006 based on the recognition that disaster risk management and emergency response communities, particularly in emerging countries, were not fully utilizing space-based technology. To support countries in institutionalizing the use of space-based information in all phases of disaster management, UN-SPIDER regularly carries out advisory support activities upon the invitation of a United Nations Member State.","Disaster Management"
"The booklet outlines the advisory support the programme has provided to three Member States: Myanmar, the Dominican Republic and Sri Lanka.","Disaster Management"
"In a first step, UN-SPIDER undertook a one-week-long Technical Advisory Mission (TAM) to each of these countries. Accompanied by a group of experts, it assessed the current use of space-based information in disaster management activities based on exchanges with disaster management and development authorities, United Nations organizations, regional and international organizations as well as private sector entities. Since its establishment in 2006, the programme has conducted 35 such missions. At the end of a TAM, UN-SPIDER makes recommendations to the Member State in areas such as policy and coordination, capacity building and institutional strengthening, and accessing and processing of data.","Disaster Management"
"UN-SPIDER typically conducts a number of follow-up activities after a TAM, which can take a variety of forms such as stakeholder meetings, workshops or training sessions. In Sri Lanka, for instance, UN-SPIDER conducted four trainings on topics such as ""Space Technology for Improving Hazard Mapping"" and ""Earth Observation Technologies for Flood Risk Mapping, Modelling and Management"" following its TAM in 2011. It also worked together with the Disaster Management Centre (DMC) of Sri Lanka to support it in becoming an Authorized User of the International Charter ""Space and Major Disasters"" in 2017. For the its activation for latest floods in the country in May 2018, the Charter nominated the DMC as project manager.","Disaster Management"
"In the Dominican Republic, UN-SPIDER's 2010 TAM was followed by an Institional Strengthening Mission (ISM) to elaborate the terms of reference for the Inter-institutional Geospatial Information Team (EIGEO), which was established in 2013. The EIGEO team brings together professionals from 14 ministries, government agencies, universities and NGOs who have been trained by UN-SPIDER in the use of geographic information systems (GIS) and remote sensing applications. In 2017, the International Charter nominated the team as project manager for its activation for Hurricane Irma.","Disaster Management"
"In its advisory support activities, UN-SPIDER draws on the expertise of its network of 22 Regional Support Offices (RSOs). Argentina's National Commission on Space Activities (CONAE), for instance, conducted a training for the EIGEO team in the Dominican Republic, which was facilitated by UN-SPIDER. Regional Support Offices, such as the International Water Management Institute (IWMI) in Sri Lanka, have also worked closely together with local disaster management authorities to respond to emergency situations. By making their expertise available for UN-SPIDER activities, RSOs support the programme in implementing its mandate. Through a country-based perspective on UN-SPIDER's activities, the booklet highlights how long-term engagement with relevant stakeholders in a Member State can facilitate the institutionalization of the use of space-based information in disaster management while strengthening technical capacity and ensuring the state has access to existing international emergency reponse mechanisms.","Disaster Management"
"The booklet can be accessed online and downloaded [here](https://reliefweb.int/sites/reliefweb.int/files/resources/UN-SPIDER-2018-Advisory-Support.pdf).","Disaster Management"
"2nd November, 2017 Weather Forecasting Staff of the National Weather Forecasting Office are receiving much needed high resolution modeling from the Indonesian Meteorological Service (BMKG). At a one day training session held at the Tanoa Dateline Hotel the Director of the Tonga Meteorological Service, Mr. ‘Ofa Fa’anunu gave a short brief of the assistance. “The project we are implementing here in Tonga since last week and completing this week is assistance being provided by our Indonesian counterparts to 5 Pacific Island Countries namely Tonga, Vanuatu, Solomon Islands, Samoa and Fiji through funding from the UNESCAP. Tonga is the first country to implement the project. Two specialists from the Indonesian Weather Service (BMKG) are here to assist us install and run a high resolution model at the Forecasting Centre at Fua’amotu. The 2 experts include Chief of the Forecasting Centre in Indonesia, Mr. Agie Wandala Putra and Systems Administrator, Mr. Zainal Abidin.”","Disaster Management"
"Fa’anunu added, ”One of the forecasting difficulties we have today in Tonga is the forecasting of heavy rain. Especially heavy rain associated with thunderstorms and heavy rain associated with low pressure systems which usually gives intense rainfall and problems of flooding of low lying areas in Tonga. Improving forecast of heavy rainfall events will assist us with our response and readiness for such events.","Disaster Management"
"Starting last week these experts from Indonesia have helped us parameterize and install the high resolution Weather Research and Forecast (WRF) model for Tonga. This model downscales the global weather model we use for forecasting here in Tonga called the GFS model (22km resolution) down to 7km and 2.3km resolution.","Disaster Management"
"In plane language its like zooming down from looking at rainfall amount over a 22km area to just 7km and 2.3km areas. We expect that this project will improve our forecasting of high rainfall intensity events.","Disaster Management"
"Finally, The Director of Meteorology wanted to thanks the development partners for their Assistance. “ I would like to take this opportunity to thank the Indonesian Government through the BMKG as well as UNESCAP for this timely and significant assistance to Tonga. We expect that the project will make vast improvements to our Early Warning System and in building community resilience to extreme rainfall events”","Disaster Management"
"The training continues tomorrow at the forecasting center at Fua’amotu completes this Friday 3rd November 2017.","Disaster Management"
"For further information: Meteorology Division on 35355 or metstaff@met.gov.to. More information is also available at www.met.gov.to","Disaster Management"
"Following are UN Deputy Secretary-General Amina Mohammed’s remarks on building resilience to natural hazards, including tsunamis, and the need to reduce disaster risk for the Sustainable Development Goals, as prepared for delivery in New York today:","Disaster Management"
"I thank the Government of Japan and my colleagues at UNISDR [United Nations Office for Disaster Risk Reduction] and UNDP [United Nations Development Programme] for organizing this important discussion.","Disaster Management"
"This year in the Caribbean and on the American mainland, hurricanes have left millions of people in need of assistance.  The Secretary-General recently travelled to Antigua and Barbuda and Dominica to show solidarity and see for himself the damage.","Disaster Management"
"In Puerto Rico, 3.4 million people have been scrambling for basic necessities, including food and water.  Barbuda was rendered uninhabitable and Dominica was hit hard for the second year in a row.  Across the globe, floods in Bangladesh, India and Nepal have affected some 40 million people.  Twenty countries have also declared drought emergencies in the past 18 months, with major displacement taking place across the Horn of Africa.","Disaster Management"
"In light of such impacts, and the growing influence of climate change, which is increasingly exacerbating them, one conclusion is clear: sustainable development and the achievement of the SDGs [Sustainable Development Goals] will remain elusive or significantly delayed so long as hazards are left unchecked.","Disaster Management"
"It is difficult to maintain social and economic progress if development gains are so regularly and profoundly wiped out.  Clearly, more must be done.  We need to build a new generation of infrastructure that is risk-informed, and that in turn underpins resilient economies, communities and livelihoods.  We must also rebuild differently, and better.","Disaster Management"
"This is not a new suggestion.  For years, the international community has called for the need to invest in disaster risk reduction.  As outlined in the Sendai Framework for Disaster Risk Reduction, we need to shift from managing disasters to preventing disasters by better managing existing risks.  This means tackling risk drivers such as poverty, rapid urbanization, weak governance, the decline of ecosystems, desertification and climate change.  These are all driving up disaster risk around the world.","Disaster Management"
"It also means investing appropriately in structural and non-structural measures to prevent and prepare for worst-case scenarios.  In this area, we have seen some success.  Thanks to the efforts of Member States, supported by the United Nations and other development partners, there has been a decline in mortality in relation to most natural hazards in recent years, particularly storms and floods.  In places where strong building codes are observed there has been a decline in mortality from earthquakes.","Disaster Management"
"Most countries make efforts to educate and inform children about disaster risk.  One major life-saving measure to emerge from the devastating 2004 Indian Ocean tsunami was the region’s Tsunami Warning System.  This now provides alerts through three regional watch centres in India, Indonesia and Australia, and a network of 26 national tsunami information centres.","Disaster Management"
"It is an efficient system which disseminated early warnings within eight minutes of the Banda Aceh earthquake in 2012.  There are also now tsunami early-warning systems in place for the Caribbean and the North-East Atlantic, Mediterranean and connecting seas to match the system that has long been available in the Pacific.","Disaster Management"
"As we celebrate this progress, it is also important to remember that warnings are not always enough.  The Sendai Framework reminds us that a key element in reducing the number of people affected must be education and information.  We must ensure that people are well-informed and well prepared to take the necessary action.","Disaster Management"
"For that reason, I welcome the work of the United Nations, undertaken with support from Japan, to boost tsunami-awareness throughout the Asia-Pacific region.  By working with local officials across 18 countries, in particular with school children, the programme is helping to increase knowledge of risks, to prepare evacuation plans, and to hold tsunami drills.  Together, this is leading to concrete and practical results that will undoubtedly help save lives.","Disaster Management"
"As we look ahead, it is important that we build on the work undertaken by Governments, the United Nations and partners to boost awareness of tsunami and other risks.  Increased access to information and the ability to anticipate and absorb risk must become the norm, not the exception.  The United Nations system is committed to delivering on this task.","Disaster Management"
"Let us reflect on the lessons that have brought us here today and the impacts that have been so deeply felt by some of the world’s most vulnerable people.  Let us recognize progress and commit ourselves to investing the resources needed to protect people and development gains.","Disaster Management"
"For information media. Not an official record.","Disaster Management"
"[Viet Nam News](http://vietnamnews.vn/) HCM CITY — Research Laboratories of Saigon High-Tech Park has begun installing a flood warning system at flooding hotspots in HCM City, aiming to alert city residents and suggest alternate traffic routes. ","Disaster Management"
"Nguyễn Tuấn Khoa, representative of Research Laboratories and head of the flood warning system project, said that in the initial stage, 15 flood warning data collection stations will be installed in eight districts, including District 9, Thủ Đức, Gò Vấp and Bình Chánh. ","Disaster Management"
"The Research Laboratories plans to install 30-50 such stations by the end of this year and 100 stations covering flooded areas throughout the city in the long term, he said. ","Disaster Management"
"The flood warning data collection stations are installed in drainage pipes. A pressure sensor placed in the station collects data on the change of the water level in the sewer and transfers the data to central software for processing. ","Disaster Management"
"Information regarding flooding due to rain and tide will be posted on a website and software for mobile devices.","Disaster Management"
"Users can download software applications to their phones or access the website to get a sense of the location and level of flooding and find another route to avoid the flooding. ","Disaster Management"
"A software application will be available on iOS and Android store by the middle of this month. ","Disaster Management"
"The pressure sensor chips were researched, designed and manufactured by Research Laboratories, while the flooding warning data collection stations are powered by solar energy, Khoa said. ","Disaster Management"
"Many streets in HCM City, including Bình Thạnh District’s Nguyễn Hữu Cảnh Street; Thủ Đức District’s Dương Văn Cam Street; Tân Phú District’s Trương Vĩnh Ký Street; Gò Vấp District’s Lê Đức Thọ Street; and District 7’s Huỳnh Tấn Phát Street, are frequently submerged in water caused by heavy rain or high tides, making it hard for residents to travel on water-clogged streets. ","Disaster Management"
"The city plans to resolve problems at more than 200 flood hotspots over the next three years. — VNS","Disaster Management"
"BANGKOK, 10th October 2017 (NNT) – The Thai Government's spokesman, Lt Gen Sansern Kaewkamnerd says that the government has been effective in its management of water in the recent period of harsh weather, with floods not impacting any economic zones and monkey cheek retention areas used to handle excess inundation.","Disaster Management"
"Speaking on an episode of ""Thailand Moves Forward"", the acting director-general of the Public Relations Department said that the Prime Minister has insisted that the public be kept informed of the situation and the government's approaches, acknowledging that awareness is the most important tool in coping with floods. He urged cooperation from all parties to carry out government action in response to flooding and erratic weather. He also noted that the public should now be thinking of storing water for use during the dry season, as there are no more reservoirs planned.","Disaster Management"
"The spokesman added that, while approaches to handling flooding from excessive rain may differ from region to region, the government is providing assistance equally to all, with no particular emphasis on protecting Bangkok or any other individual city.","Disaster Management"
"On the same program, Director-General of the Meteorological Department Wanchai Sakudomchai explained that a monsoon is currently passing over the central region and bringing heavy rain to much of the country. He said, with other weather systems also creating rain clouds, the country can expect downpours into the third week of October.","Disaster Management"
"Meanwhile, Director-General of the Department of Disaster Prevention and Mitigation, Chaiyaphol Thitisak, confirmed that his office stands ready to respond as the situation demands and has been keeping the public aware. He called on citizens to follow state announcements and be prepared to act if necessary.","Disaster Management"
"Whenever Deepak Giri remembers the tragic events in the early hours of August 14, 2017, he cannot help but relive a powerful mix of emotions. “I would feel exhausted. At times scared, but also happy to have played a role in my community,” the 29-year-old says.","Disaster Management"
"Despite having seven years’ worth of experience as a volunteer for the Nepal Red Cross Society, Deepak has never experienced flooding of this scale and severity. “The whole community was under water,” he says. “It seemed as though we were in the open sea. The water level was more than one meter deep, and in some places, it was more than two meters deep.”","Disaster Management"
"Deepak quickly found himself on the front line of rescue work as part of Nepal Red Cross’ Emergency Preparedness Response Programme, which has been the national society’s focus in disaster-prone communities like Bardiya for the last three years.","Disaster Management"
"The programme includes the training of response teams in first aid, search and rescue and boosting the preparedness of communities both through simulations and with much needed equipment such as inflatable boats, life jackets and megaphones to broadcast disaster warnings.","Disaster Management"
"When the water level in the Babai River tops the danger level, volunteers like Deepak will activate the loudspeakers and start prompting people to evacuate to safer ground.","Disaster Management"
"While his own family shifted their belongings and livestock to higher ground, Deepak and three other volunteers rushed to the Red Cross’ local branch to assemble the rubber boat, before rowing with all their strength towards the village. Many of the houses were completely submerged by the floods.","Disaster Management"
"**Volunteers working tirelessly to save lives**","Disaster Management"
"For 12 hours, the four volunteers worked tirelessly and managed to ferry 25 people to safety. The life-saving measures put in place by the Red Cross branch in Bardiya are far from an isolated example. In the district of Jhapa, more than 300 people have been trained in early warning methods, search and rescue and relief activities.","Disaster Management"
"The preparedness paid off when the floods hit last August, as 65,000 people received early warning messages via SMS in coordination with the local government’s efforts, and were reached through megaphones and sirens. Three boats were also mobilised to rescue 2,500 people and ferry families to designated safe areas where relief items were distributed within 48 hours.","Disaster Management"
"“The scale of this disaster has shown how vital it is to have a good early warning system and preparedness programme in place. We are proud of the role our volunteers and staff members played in saving lives at the height of the flooding,” says Dharma Pandey, the Director for Nepal Red Cross Society’s Disaster Management. “We are also determined to do more to overcome the constraints of resources and technology.”","Disaster Management"
"Kampala- Residents scramble to cross the road by a meticulously makeshift wooden bridge planted over a large stinking pool of water in Bwaise III Zone, Kawempe Division.","Disaster Management"
"Marabou storks timidly hover as some bare-chested children wade through the stagnant water to collect scrap for sale. The pool of water emerged just a couple of days ago after the skies furiously opened, causing untold damage.","Disaster Management"
"Bwaise, which slightly lies above the drainage channel on the Northern Bypass, has always been an area prone to flooding.","Disaster Management"
"The ramshackled housing units around this place always fall prey to the brunt of this natural calamity whenever there is a heavy downpour.","Disaster Management"
"“I have lived in this place for one decade now and this is how the situation has been like despite pledges by authorities to improve the situation. The situation becomes worse when water spills in the house, leaving us stranded the whole night,” recounts Ms Caroline Nabagala.","Disaster Management"
"The emotive single mother of two says she would have relocated to a better place but she is constrained by money. The harrowing tales of other residents in the vicinity are eye-popping.","Disaster Management"
"Bwaise is just a tip of the iceberg of the places affected by persistent flooding in Kampala, putting authorities in the spotlight for failing to address the issue.","Disaster Management"
"During the rainy season, traders, motorists and other city residents are not spared either, causing financial losses.","Disaster Management"
"City suburbs such as Kasubi, Katanga, Kisenyi, Nalukolongo, Kabuusu, Katwe, Namungoona, and Kinawataka among others are some of the most affected places.","Disaster Management"
"Other flooding-prone areas in the city include Queen’s Way, Ssebaana Kizito Road (Former Nakivubo Mews), Kabuusu junction, Jinja Road roundabout and Kyambogo-Banda, among others.","Disaster Management"
"The previous floods have left dozens dead.","Disaster Management"
"Since its establishment in 2011, Kampala Capital City Authority (KCCA) has upgraded a number of drainage channels to divert floods. However, the problem seems far from over.","Disaster Management"
"Dr Najib Lukooya Bateganya, the KCCA director for environment and sanitation, says although there are primary drainage channels in place, these need to be complemented with secondary drainages to reduce the volume of water that is accommodated by the former.","Disaster Management"
"“The problem is that we have the main drainages, which are at times overpowered by the heavy run-off waters. These main channels such as Nakivubo ought to be helped by the small drainages to ease the flow. What we are now doing is upgrading more drainages to help the main ones, so that we can get rid of the problem of persistent flooding,” he says.","Disaster Management"
"However, Dr Bateganya notes that the public has always let down KCCA in its bid to fight flooding because they dump waste in the drainages, which triggers backflow of water.","Disaster Management"
"“That has been our biggest challenge as authorities because the public hasn’t complied with regulations. For instance, when you walk around, you will see plastics and other waste dumped in drainages, which is very absurd,” he says.","Disaster Management"
"He says they are engaging city leaders to sensitise people about keeping drainages free of waste.","Disaster Management"
"Dr Bateganya further attributes the flooding challenges in Kampala to encroachment on wetlands, which, he says, are supposed to be catchment areas.","Disaster Management"
"Currently, many factories and houses have been built in wetlands despite the existing law. But authorities at times just look on because some developers wield much influence and are connected to the powers that be.","Disaster Management"
"But Mr Emmanuel Sserunjogi, the Kawempe Division mayor, says although KCCA contracted concessioners to manage waste in Kampala, they do not have the capacity to do so because of the high number of tonnes of garbage produced in the entire city.","Disaster Management"
"A statutory audit report released by Mr Moses Bwire, the KCCA director for internal audit, poked holes in the operations of the contracted garbage collection companies over incompetence. ","Disaster Management"
"This implies that residents are compelled to dump garbage anywhere because the services are hardly accessible.","Disaster Management"
"To reduce flooding, Mr Sserunjogi reveals that he has embarked on a campaign in the entire division to clean all the drainage channels to allow easy flow of water during the rainy season.","Disaster Management"
"“This is a big problem which we must collectively fight because it tarnishes the image of Kampala city. The situation is always appalling shortly after the downpour, hence exposing residents to danger. I call upon my fellow leaders to mobile, sensitise and take part in cleaning all places that block water flow,” he says.","Disaster Management"
"The lowland areas of Kampala, coupled with the poor quality soils to absorb water, Dr Bateganya says, make the city susceptible to flooding.","Disaster Management"
"Dr Amin Tamale Kiggundu, a lecturer of planning and urban development at Makerere University, says flooding is linked to climate change and changing weather patterns.","Disaster Management"
"But he attributes flooding in the city to most settlements that have been established in areas that were once wetlands or swamps. Flooding becomes inevitable whenever it rains. To mitigate this calamity, Dr Kiggundu says Kampala needs a good storm water management system, which should focus on preserving critical green spaces such as Centenary Park, protecting the wetlands from encroachment and fostering plans that aim to harvest rain water.","Disaster Management"
"“The building laws in the city need to change by forcing developers to leave some portion of their land unpaved so that water can just be absorbed without necessarily flowing,” he says.","Disaster Management"
"While addressing journalists on the status of city roads last week, Mr Andrew Kitaka, the KCCA director of engineering and technical services, revealed that upgrading of Kampala’s drainage channels is yet to start.","Disaster Management"
"“The study for updating of the drainage master plan for Kampala was completed in 2017. This study has provided valuable information for the planning of the required improvement of Kampala’s drainage system, the locations and extents flood prone areas as well as guidance on mitigation measures for reduction of surface run off among others,” Eng Kitaka said.","Disaster Management"
"He noted that the upgrade of these drainage channels had stalled because there was no any study on which KCCA would base on to commence construction works.","Disaster Management"
"Currently, KCCA is constructing city roads and upgrading drainage channels in all the five divisions to improve urban mobility and reduce flooding. The five-year project is being funded by the World Bank.","Disaster Management"
